ADH_Ref_ID,Date,PhaseCode,Crew_ID,Weather_ID,ActualHours,ActualQuantity
A457,2022-04-12,P12,C9,W102,7.116564417,1062.76
A458,2022-05-10,P21,C10,W1333,5.592592593,1.7496
A459,2022-01-02,P19,C14,W1506,3.75,53.824
A460,2022-07-28,P83,C6,W811,8.12,468.75
A461,2022-03-17,P39,C14,W1956,7.918088737,1201.886
A462,2022-05-06,P11,C7,W126,7.116564417,1062.76
A463,2022-08-06,P53,C13,W2642,8.027681661,44.84348993
A464,2022-03-16,P4,C7,W1579,4.936170213,77.315
A465,2022-03-19,P80,C3,W1281,7.204968944,97.20375
A466,2022-05-24,P99,C1,W2092,6.721854305,41.940864
A467,2022-06-30,P75,C19,W1384,4.25,0.602767811
A468,2022-02-24,P39,C7,W2469,4.159836066,83.3504
A469,2022-01-10,P100,C10,W10,6.059701493,1122.25
A470,2022-01-26,P83,C18,W929,2.478632479,184.8015
A471,2022-10-15,P76,C16,W589,6.884272997,567.845
A472,2022-02-27,P77,C9,W1920,9.133858268,387.096
A473,2022-05-17,P98,C15,W137,6.00591716,400.0458667
A474,2022-06-11,P11,C4,W1064,2.735849057,59.84391304
A475,2022-06-19,P78,C17,W1072,3.126684636,35.90634783
A476,2022-06-30,P62,C20,W2174,5.878378378,292.0533333
A477,2022-01-17,P68,C20,W1220,5.147928994,685.464
A478,2022-01-27,P53,C13,W27,5.194029851,897.8
A479,2022-03-17,P66,C12,W2490,6.928327645,515.094
A480,2022-07-01,P81,C6,W182,5.087719298,1754.46
A481,2022-08-13,P25,C4,W2649,6.373626374,99.372
A482,2022-09-29,P82,C19,W2696,6.170212766,63.78930481
A483,2022-06-19,P78,C13,W2152,5.918367347,27.88258065
A484,2022-10-27,P16,C14,W2411,8.405797101,55.2
A485,2022-02-15,P67,C7,W347,2.563131313,72.37661538
A486,2022-02-23,P60,C3,W1912,7.9296875,524.288
A487,2022-05-16,P10,C19,W1339,5.592592593,1.458
A488,2022-08-18,P10,C9,W1734,4.742990654,6.450140845
A489,2022-06-08,P78,C17,W2131,7.388535032,591.576
A490,2022-08-21,P74,C14,W2279,8.055555556,497.664
A491,2022-01-26,P17,C14,W1856,4.491150442,36.48285714
A492,2022-03-11,P51,C3,W1944,7.19858156,636.192
A493,2022-03-24,P44,C14,W1970,8,692.5882353
A494,2022-03-26,P20,C12,W1288,6.304347826,77.763
A495,2022-01-04,P16,C18,W4,6.928327645,858.49
A496,2022-08-27,P75,C1,W2289,7.147887324,483.936
A497,2022-05-05,P14,C12,W2055,8.055555556,829.44
A498,2022-01-23,P44,C10,W1527,4.658634538,86.8014
A499,2022-06-20,P38,C13,W2154,7.224199288,63.89907514
A500,2022-09-15,P5,C4,W2327,7.355072464,44.16
A501,2022-10-21,P87,C11,W2399,7.19858156,63.78930481
A502,2022-07-09,P3,C7,W2192,7.19858156,73.97581395
A503,2022-02-14,P43,C14,W1894,4.202898551,59.9886
A504,2022-02-18,P47,C16,W350,2.929292929,96.50215385
A505,2022-03-02,P18,C4,W1264,6.987951807,1102.24
A506,2022-03-14,P31,C10,W73,5.594855305,1354.094
A507,2022-05-10,P67,C17,W732,7.660377358,140.45
A508,2022-09-17,P29,C1,W260,6.265432099,233.28
A509,2022-02-21,P48,C14,W1908,9.243027888,504.008
A510,2022-04-27,P12,C16,W418,6.685878963,860.0642857
A511,2022-07-25,P97,C11,W1108,2.811634349,42.754325
A512,2022-01-28,P69,C13,W630,5,726.624
A513,2022-02-04,P11,C16,W1238,6.863905325,1142.44
A514,2022-05-22,P52,C2,W2556,6.548387097,178.7906977
A515,2022-01-08,P88,C2,W8,6.059701493,1683.375
A516,2022-02-10,P36,C19,W1886,5.471698113,37.01270588
A517,2022-01-03,P76,C17,W3,6.516853933,19.0104
A518,2022-01-04,P55,C2,W1508,6.397058824,591.872
A519,2022-05-18,P54,C14,W2081,7.182662539,834.632
A520,2022-05-28,P14,C13,W2109,5.612903226,961
A521,2022-07-14,P51,C10,W2202,7.25,21.93006993
A522,2022-04-09,P73,C10,W2002,7.759197324,536.406
A523,2022-06-12,P74,C17,W1667,3.936651584,22.542
A524,2022-07-11,P37,C10,W2197,8,327.0555556
A525,2022-02-04,P77,C14,W1875,4.264705882,1.080935065
A526,2022-02-11,P93,C11,W1888,4.471365639,70.26681818
A527,2022-01-15,P47,C13,W1834,4.223300971,33.9488
A528,2022-07-23,P81,C4,W2220,8.560885609,155.1570423
A529,2022-08-05,P57,C3,W1119,2.409972299,65.1605
A530,2022-03-26,P25,C17,W1974,7.25,1228.8
A531,2022-06-01,P4,C11,W453,6.403785489,740.4452632
A532,2022-04-22,P50,C13,W413,5.850144092,688.0514286
A533,2022-08-24,P28,C15,W2284,6.666666667,408.726
A534,2022-10-10,P73,C5,W1787,3.883928571,1.8816
A535,2022-04-15,P5,C17,W1308,5.612903226,34.78733032
A536,2022-08-12,P20,C10,W2648,8.787878788,17.57042017
A537,2022-04-16,P80,C18,W2520,6.987951807,1653.36
A538,2022-03-11,P89,C15,W1273,6.304347826,97.20375
A539,2022-10-09,P48,C5,W2706,7.19858156,34.02096257
A540,2022-05-16,P30,C8,W1640,4.43231441,20.9764
A541,2022-10-19,P94,C2,W1194,2.345013477,71.97332
A542,2022-04-03,P70,C17,W1597,4.936170213,33.135
A543,2022-08-16,P50,C1,W830,9.098039216,73.26760563
A544,2022-06-28,P100,C18,W2170,5.8,750
A545,2022-09-13,P97,C3,W2680,8.226950355,26.11362567
A546,2022-07-17,P17,C17,W2208,6.06271777,66.4266129
A547,2022-08-03,P41,C9,W2242,5.898305085,507.6458333
A548,2022-01-05,P72,C13,W5,6.059701493,673.35
A549,2022-09-18,P83,C9,W2333,7.355072464,82.8
A550,2022-01-14,P39,C4,W1833,4.603174603,50.0094
A551,2022-10-23,P59,C19,W2403,7.355072464,44.16
A552,2022-06-30,P96,C3,W2175,8.315412186,20.5213551
A553,2022-07-19,P100,C3,W802,8.12,312.5
A554,2022-07-25,P37,C10,W507,6.170212766,194.2787179
A555,2022-02-23,P36,C15,W656,6.548387097,1345.4
A556,2022-01-01,P21,C3,W1204,5.4375,1228.8
A557,2022-03-22,P86,C20,W2495,7.656765677,1377.135
A558,2022-03-31,P25,C9,W391,5.043478261,166.0813953
A559,2022-01-13,P81,C18,W1216,6.863905325,1713.66
A560,2022-07-20,P65,C8,W2214,7.945205479,46.08864865
A561,2022-08-02,P63,C7,W2240,5.819397993,38.59035971
A562,2022-10-08,P40,C10,W281,5.667752443,549.7858333
A563,2022-05-06,P44,C14,W427,6.685878963,1204.09
A564,2022-10-13,P35,C18,W2710,7.19858156,59.53668449
A565,2022-06-29,P11,C14,W481,7.631578947,243.2
A566,2022-08-01,P25,C6,W514,6.170212766,166.5246154
A567,2022-02-09,P29,C19,W1243,5.240963855,1322.688
A568,2022-09-06,P85,C6,W1452,6.766666667,32.21957041
A569,2022-05-31,P97,C8,W1655,4.43231441,9.489773333
A570,2022-10-08,P45,C2,W582,6.023738872,1324.971667
A571,2022-05-30,P42,C18,W150,6.00591716,1066.277333
A572,2022-10-03,P36,C13,W577,5.612903226,480.5
A573,2022-03-12,P92,C13,W372,5.884057971,207.6017442
A574,2022-04-26,P49,C7,W116,5.337423313,850.208
A575,2022-05-20,P45,C20,W742,6.566037736,327.7166667
A576,2022-04-07,P59,C17,W398,6.685878963,688.0514286
A577,2022-06-01,P41,C9,W2576,6.284829721,1460.606
A578,2022-02-10,P93,C19,W1887,3.717948718,39.11142857
A579,2022-05-06,P90,C18,W728,8.592592593,1093.5
A580,2022-10-24,P80,C17,W598,6.023738872,1419.6125
A581,2022-02-23,P99,C7,W2468,5.296803653,25.33972
A582,2022-03-04,P44,C14,W364,2.929292929,168.8787692
A583,2022-03-09,P14,C14,W1941,9.169960474,640.09
A584,2022-09-17,P45,C4,W2684,8.226950355,59.53668449
A585,2022-03-21,P86,C15,W1964,5.723684211,1386.24
A586,2022-04-23,P65,C3,W113,6.226993865,637.656
A587,2022-02-24,P22,C17,W1915,4.159836066,71.4432
A588,2022-01-20,P94,C1,W1845,7.073170732,14.38592
A589,2022-09-14,P100,C6,W859,7.960784314,80.27777778
A590,2022-02-05,P77,C16,W1239,6.823529412,693.6
A591,2022-06-04,P99,C15,W155,6.863905325,400.0458667
A592,2022-02-26,P10,C17,W960,2.066508314,177.241
A593,2022-02-20,P61,C19,W1906,8.055555556,338.688
A594,2022-04-02,P75,C15,W1988,6.34375,614.4
A595,2022-06-01,P53,C5,W2117,7.182662539,834.632
A596,2022-09-02,P77,C13,W1147,2.735849057,82.5846
A597,2022-09-18,P36,C20,W1765,4.00921659,8.138839506
A598,2022-10-15,P56,C3,W2387,7.355072464,44.16
A599,2022-01-05,P65,C14,W306,3.143631436,81.6966
A600,2022-04-30,P60,C15,W2044,5.612903226,768.8
A601,2022-01-26,P74,C1,W929,2.478632479,73.9206
A602,2022-02-24,P28,C14,W356,2.563131313,144.7532308
A603,2022-04-14,P93,C13,W405,5.014409222,1290.096429
A604,2022-09-21,P19,C10,W1467,8,137.8688525
A605,2022-03-12,P38,C6,W1947,6.148409894,1121.246
A606,2022-03-31,P8,C16,W1594,4.936170213,82.8375
A607,2022-04-12,P58,C3,W704,6.444444444,583.2
A608,2022-07-19,P4,C10,W802,9.28,437.5
A609,2022-02-09,P16,C10,W2454,4.123222749,44.521
A610,2022-09-24,P8,C6,W2691,6.170212766,63.78930481
A611,2022-08-28,P61,C8,W1443,5.8,17.18377088
A612,2022-05-06,P2,C3,W2540,5.541401274,1183.152
A613,2022-10-24,P49,C6,W598,6.023738872,757.1266667
A614,2022-06-09,P68,C1,W461,5.723684211,145.92
A615,2022-07-08,P27,C8,W2190,8.027681661,227.7845455
A616,2022-03-20,P96,C11,W1962,6.126760563,423.4112
A617,2022-08-01,P29,C20,W1416,5,2.002380952
A618,2022-04-17,P18,C5,W1310,7.483870968,43.4841629
A619,2022-03-28,P55,C13,W1978,7.733333333,600
A620,2022-04-14,P84,C7,W706,6.444444444,1093.5
A621,2022-08-19,P75,C1,W1434,5.8,12.88782816
A622,2022-02-14,P94,C5,W45,5.087719298,612.2128
A623,2022-02-19,P93,C9,W1904,4.658634538,93.0015
A624,2022-03-30,P36,C3,W691,7.122807018,1137.15
A625,2022-09-08,P56,C12,W2313,7.19858156,34.02096257
A626,2022-01-03,P77,C2,W605,6.34375,614.4
A627,2022-01-05,P62,C4,W908,2.891737892,73.9206
A628,2022-02-17,P55,C5,W1251,6.114457831,881.792
A629,2022-03-30,P81,C3,W691,7.122807018,1218.375
A630,2022-08-21,P84,C16,W1436,7.733333333,32.21957041
A631,2022-09-07,P65,C15,W852,7.960784314,48.16666667
A632,2022-10-10,P8,C6,W2377,6.304347826,82.8
A633,2022-07-26,P9,C18,W2226,7.224199288,58.9261194
A634,2022-10-27,P47,C1,W902,8.854961832,34.322
A635,2022-03-13,P59,C2,W975,3.076923077,113.7032
A636,2022-05-11,P72,C11,W1034,2.811634349,78.1926
A637,2022-08-18,P23,C18,W230,5.918367347,381.5643243
A638,2022-10-28,P25,C9,W1805,3.883928571,3.7632
A639,2022-01-12,P30,C3,W2426,4.652406417,13.113375
A640,2022-03-08,P35,C4,W1270,6.304347826,90.7235
A641,2022-09-23,P69,C12,W1770,5.34562212,3.488074074
A642,2022-01-05,P60,C6,W306,3.143631436,108.9288
A643,2022-07-05,P57,C15,W788,7.660377358,432.1538462
A644,2022-09-06,P13,C17,W2309,8.405797101,55.2
A645,2022-02-04,P56,C10,W1874,4.246861925,4.615838384
A646,2022-02-03,P75,C1,W2448,4.103773585,26.9664
A647,2022-05-07,P75,C9,W2541,6.363636364,610.566
A648,2022-07-25,P82,C15,W1409,5,2.50297619
A649,2022-04-18,P34,C7,W1612,3.866666667,70.875
A650,2022-01-15,P58,C15,W918,2.478632479,98.5608
A651,2022-06-23,P8,C13,W2160,7.097902098,219.0964286
A652,2022-08-17,P43,C14,W2270,6,1070.363636
A653,2022-08-23,P31,C18,W1739,4.742990654,9.030197183
A654,2022-08-23,P82,C19,W1438,7.733333333,32.21957041
A655,2022-08-30,P4,C5,W1144,2.345013477,192.6974
A656,2022-10-18,P58,C12,W1193,3.126684636,110.1128
A657,2022-09-30,P76,C5,W574,5.612903226,205.9285714
A658,2022-10-10,P9,C5,W1787,3.883928571,4.704
A659,2022-03-12,P67,C9,W1947,7.173144876,480.534
A660,2022-05-05,P67,C10,W2055,7.048611111,497.664
A661,2022-08-12,P46,C20,W1126,3.126684636,192.6974
A662,2022-01-03,P50,C18,W1810,5.209580838,22.3112
A663,2022-02-28,P81,C4,W1922,8.888888889,1021.815
A664,2022-07-20,P75,C8,W1404,5,1.001190476
A665,2022-04-12,P41,C15,W1606,4.511111111,70.875
A666,2022-04-01,P21,C5,W1986,5.95890411,930.1527273
A667,2022-02-21,P12,C2,W52,5.087719298,1169.64
A668,2022-05-02,P30,C18,W1626,4.511111111,60.75
A669,2022-09-12,P11,C15,W1759,4.677419355,5.81345679
A670,2022-06-21,P14,C20,W2156,7.048611111,59.24571429
A671,2022-06-06,P71,C13,W2126,5.649350649,569.184
A672,2022-04-28,P100,C19,W2041,6.763848397,1176.49
A673,2022-01-31,P85,C7,W1866,4.182692308,64.896
A674,2022-07-17,P82,C6,W2209,7.355072464,26.02824601
A675,2022-07-31,P47,C16,W814,8.12,250
A676,2022-07-14,P42,C8,W2203,8.498168498,20.86812
A677,2022-01-18,P81,C8,W1840,5.304878049,40.344
A678,2022-02-18,P91,C2,W1903,4.246861925,21.420375
A679,2022-08-13,P59,C17,W225,5.918367347,254.3762162
A680,2022-02-22,P7,C19,W354,2.196969697,72.37661538
A681,2022-05-20,P2,C3,W2084,5.209580838,1338.672
A682,2022-08-04,P24,C9,W216,5.132743363,1060.809231
A683,2022-09-13,P6,C3,W2323,6.170212766,34.02096257
A684,2022-01-11,P45,C10,W914,2.891737892,172.4814
A685,2022-03-03,P78,C16,W1566,6.770428016,396.294
A686,2022-06-23,P75,C10,W1076,2.345013477,35.90634783
A687,2022-10-11,P61,C9,W2379,6.304347826,44.16
A688,2022-06-28,P42,C7,W179,6.783625731,1637.496
A689,2022-07-05,P13,C2,W1690,3.936651584,37.57
A690,2022-02-12,P1,C8,W645,6.548387097,961
A691,2022-04-30,P51,C4,W1323,5.612903226,34.78733032
A692,2022-09-14,P68,C9,W859,9.098039216,48.16666667
A693,2022-05-04,P46,C1,W124,7.116564417,1487.864
A694,2022-10-18,P79,C6,W2393,7.355072464,33.12
A695,2022-04-13,P88,C1,W705,8.592592593,1093.5
A696,2022-06-14,P53,C17,W2142,5.594855305,67.87438596
A697,2022-04-25,P94,C14,W1619,3.866666667,26.725
A698,2022-04-28,P23,C3,W2040,7.341772152,1198.272
A699,2022-08-22,P10,C7,W234,5.072886297,317.9702703
A700,2022-01-27,P55,C9,W328,2.357723577,108.9288
A701,2022-05-13,P99,C7,W2071,7.682119205,162.0869333
A702,2022-07-06,P56,C19,W1390,3.214285714,0.803690415
A703,2022-04-02,P89,C18,W1989,6,1261.5
A704,2022-09-28,P21,C12,W2695,6.170212766,51.03144385
A705,2022-04-02,P25,C15,W1989,6,1009.2
A706,2022-02-10,P82,C3,W1886,4.103773585,39.65647059
A707,2022-07-14,P97,C20,W1398,5,1.867698413
A708,2022-09-01,P64,C8,W2299,5.878378378,169.5793548
A709,2022-09-14,P19,C18,W257,5.37037037,194.4
A710,2022-02-17,P95,C7,W1900,4.375,28.38848
A711,2022-08-10,P42,C3,W1726,4.065420561,9.030197183
A712,2022-09-14,P18,C17,W1460,8,137.8688525
A713,2022-02-16,P49,C4,W2461,4.123222749,35.6168
A714,2022-08-10,P7,C7,W1425,5.8,12.88782816
A715,2022-03-05,P20,C7,W967,2.755344418,212.6892
A716,2022-05-26,P14,C8,W1049,3.213296399,130.321
A717,2022-10-09,P46,C17,W2375,7.355072464,77.28
A718,2022-03-30,P5,C19,W691,7.122807018,649.8
A719,2022-05-17,P55,C13,W438,6.403785489,423.1115789
A720,2022-06-19,P10,C20,W772,8.754716981,540.1923077
A721,2022-09-06,P84,C2,W851,7.960784314,137.3767606
A722,2022-02-11,P73,C2,W945,2.066508314,106.3446
A723,2022-02-14,P24,C20,W1894,5.603864734,51.4188
A724,2022-03-30,P21,C2,W1982,6.904761905,1037.232
A725,2022-05-15,P30,C12,W1639,5.065502183,20.9764
A726,2022-09-06,P52,C10,W2673,8.226950355,34.02096257
A727,2022-06-24,P55,C19,W2162,6.170212766,56.30017699
A728,2022-05-18,P92,C15,W439,6.403785489,793.3342105
A729,2022-07-02,P36,C13,W484,6.677631579,340.48
A730,2022-08-02,P18,C15,W1116,2.409972299,81.450625
A731,2022-08-12,P6,C18,W2261,8.721804511,110.9898039
A732,2022-09-28,P79,C6,W1474,7,82.72131148
A733,2022-10-27,P3,C15,W2724,8.226950355,51.03144385
A734,2022-04-22,P67,C5,W2028,7.204968944,207.368
A735,2022-07-24,P54,C15,W1709,4.065420561,18.3184
A736,2022-09-15,P26,C17,W2682,8.226950355,51.03144385
A737,2022-02-21,P85,C10,W1556,7.898832685,990.735
A738,2022-04-10,P19,C10,W100,6.226993865,1062.76
A739,2022-05-30,P22,C8,W1654,5.065502183,20.9764
A740,2022-03-14,P22,C2,W1577,4.319148936,66.27
A741,2022-05-22,P6,C20,W443,7.318611987,423.1115789
A742,2022-08-04,P30,C16,W2244,7.19858156,71.21552239
A743,2022-04-14,P19,C11,W2013,5.667752443,942.49
A744,2022-06-01,P25,C9,W152,6.863905325,913.952
A745,2022-08-25,P78,C16,W1741,4.742990654,3.870084507
A746,2022-02-04,P68,C4,W1874,3.640167364,3.461878788
A747,2022-04-04,P55,C13,W1993,7.295597484,808.992
A748,2022-04-25,P52,C15,W2034,6.966966967,887.112
A749,2022-08-04,P95,C13,W1118,3.213296399,42.754325
A750,2022-02-18,P72,C19,W1903,3.640167364,8.56815
A751,2022-10-25,P78,C6,W900,6.641221374,25.7415
A752,2022-09-07,P1,C9,W2311,8.226950355,42.52620321
A753,2022-10-07,P67,C1,W882,8.854961832,25.7415
A754,2022-09-17,P3,C19,W2684,7.19858156,51.03144385
A755,2022-09-19,P81,C4,W864,9.098039216,120.4166667
A756,2022-05-29,P11,C15,W1653,4.43231441,17.48033333
A757,2022-08-21,P53,C14,W1135,3.126684636,110.1128
A758,2022-07-09,P49,C2,W2614,8,90.91891892
A759,2022-09-13,P88,C16,W256,6.265432099,291.6
A760,2022-03-11,P50,C5,W1944,8.226950355,636.192
A761,2022-07-02,P69,C6,W1687,4.592760181,22.542
A762,2022-02-19,P70,C12,W50,5.087719298,701.784
A763,2022-03-08,P88,C1,W2481,6.823529412,975.375
A764,2022-06-18,P97,C9,W2150,8.226950355,21.74784549
A765,2022-01-04,P35,C8,W2418,5.087719298,40.9374
A766,2022-10-15,P24,C12,W1491,7.918088737,104.0593939
A767,2022-03-10,P38,C6,W1943,7.777777778,953.694
A768,2022-04-18,P86,C8,W710,7.518518519,1093.5
A769,2022-09-01,P87,C14,W1447,7.733333333,32.21957041
A770,2022-01-29,P7,C19,W330,2.357723577,81.6966
A771,2022-06-03,P35,C15,W154,5.147928994,1066.277333
A772,2022-07-09,P36,C12,W2192,8.226950355,86.30511628
A773,2022-08-01,P68,C15,W2238,6.835016835,51.3838835
A774,2022-07-29,P30,C13,W1714,4.742990654,27.4776
A775,2022-02-20,P69,C5,W1906,6.904761905,254.016
A776,2022-03-26,P86,C20,W1974,6.34375,1536
A777,2022-02-28,P80,C9,W962,2.755344418,265.8615
A778,2022-06-07,P65,C13,W2582,5.37037037,629.856
A779,2022-09-30,P1,C6,W273,6.265432099,194.4
A780,2022-02-10,P75,C3,W643,6.548387097,576.6
A781,2022-08-01,P37,C19,W2238,5.858585859,119.8957282
A782,2022-02-28,P25,C15,W59,5.935672515,1403.568
A783,2022-08-28,P13,C9,W1443,7.733333333,21.4797136
A784,2022-08-11,P30,C20,W1125,3.126684636,165.1692
A785,2022-09-30,P91,C9,W273,5.37037037,291.6
A786,2022-02-04,P23,C8,W938,3.304843305,147.8412
A787,2022-07-24,P76,C13,W1408,4,1.001190476
A788,2022-03-16,P73,C16,W1954,8.055555556,497.664
A789,2022-02-12,P97,C1,W946,2.066508314,92.56532
A790,2022-02-07,P57,C17,W640,5.612903226,768.8
A791,2022-02-19,P77,C5,W1904,4.658634538,37.2006
A792,2022-10-06,P65,C9,W881,7.960784314,48.16666667
A793,2022-10-20,P50,C3,W1797,5.178571429,2.5088
A794,2022-02-03,P1,C4,W1538,4.076305221,62.001
A795,2022-02-19,P76,C9,W953,2.410926366,106.3446
A796,2022-08-30,P83,C2,W1445,7.733333333,32.21957041
A797,2022-04-04,P76,C17,W1992,7.972508591,508.086
A798,2022-03-08,P29,C12,W1938,7.381818182,907.5
A799,2022-04-23,P100,C7,W113,6.226993865,1062.76
A800,2022-05-05,P3,C5,W727,8.592592593,874.8
A801,2022-09-07,P64,C19,W551,7.483870968,205.9285714
A802,2022-02-23,P22,C3,W1912,6.796875,786.432
A803,2022-03-30,P16,C12,W1983,6.721854305,912.04
A804,2022-09-26,P17,C15,W2693,8.226950355,42.52620321
A805,2022-08-05,P94,C12,W2246,8.055555556,102.0247273
A806,2022-03-10,P29,C9,W1943,6.666666667,817.452
A807,2022-04-03,P99,C8,W1296,7.204968944,37.6973
A808,2022-07-28,P43,C8,W209,5.98820059,1237.610769
A809,2022-06-17,P80,C6,W1070,3.126684636,89.76586957
A810,2022-08-17,P28,C18,W1432,7.733333333,25.77565632
A811,2022-04-30,P6,C9,W722,6.444444444,583.2
A812,2022-09-24,P80,C7,W869,7.960784314,120.4166667
A813,2022-04-06,P11,C9,W1299,6.304347826,64.8025
A814,2022-04-09,P38,C2,W1603,4.511111111,70.875
A815,2022-03-25,P51,C3,W2498,6.61237785,753.992
A816,2022-09-05,P66,C9,W2308,8.226950355,25.51572193
A817,2022-06-16,P25,C7,W769,8.754716981,648.2307692
A818,2022-01-05,P70,C12,W306,2.750677507,81.6966
A819,2022-04-08,P22,C4,W700,7.518518519,874.8
A820,2022-03-31,P28,C15,W2504,7.435897436,1168.128
A821,2022-10-07,P42,C2,W2371,8.226950355,59.53668449
A822,2022-01-18,P59,C13,W1221,6.00591716,913.952
A823,2022-01-27,P2,C19,W1230,5.147928994,1370.928
A824,2022-04-18,P89,C8,W2522,6.946107784,1673.34
A825,2022-05-05,P16,C4,W1629,3.866666667,50.625
A826,2022-05-16,P53,C3,W1039,3.213296399,104.2568
A827,2022-07-02,P77,C3,W2178,8.027681661,278.4033333
A828,2022-01-17,P91,C11,W17,6.059701493,1683.375
A829,2022-08-05,P17,C10,W2247,8.197879859,30.68544061
A830,2022-03-28,P9,C4,W2501,5.918367347,1296.54
A831,2022-04-05,P34,C16,W2509,5.471698113,1415.736
A832,2022-09-29,P64,C14,W1475,8,82.72131148
A833,2022-06-30,P75,C4,W482,7.631578947,145.92
A834,2022-04-30,P37,C16,W2534,5.8,1715
A835,2022-07-06,P11,C13,W2611,8.345323741,73.60380952
A836,2022-04-15,P49,C2,W1008,2.295514512,22.53192157
A837,2022-02-17,P99,C19,W1900,4.375,28.38848
A838,2022-10-16,P42,C19,W891,8.854961832,60.0635
A839,2022-03-18,P69,C3,W1280,7.204968944,38.8815
A840,2022-10-23,P55,C12,W597,5.163204748,757.1266667
A841,2022-02-14,P91,C20,W1895,6.304347826,50.784
A842,2022-10-26,P36,C18,W600,6.884272997,1324.971667
A843,2022-02-13,P35,C9,W646,6.548387097,1345.4
A844,2022-05-13,P16,C11,W434,5.488958991,528.8894737
A845,2022-01-29,P81,C16,W2443,6.34375,38.4
A846,2022-05-19,P60,C14,W2082,5.631067961,763.848
A847,2022-02-19,P11,C19,W652,5.612903226,961
A848,2022-08-29,P20,C12,W1745,5.420560748,7.740169014
A849,2022-07-31,P26,C11,W2236,8.111888112,350.5542857
A850,2022-07-30,P73,C2,W211,5.98820059,530.4046154
A851,2022-10-06,P20,C2,W881,9.098039216,96.33333333
A852,2022-02-04,P1,C13,W336,3.143631436,136.161
A853,2022-01-30,P64,C12,W632,5,726.624
A854,2022-02-08,P55,C7,W340,2.929292929,96.50215385
A855,2022-08-30,P9,C9,W543,6.925373134,1683.375
A856,2022-08-31,P35,C3,W2297,5.95890411,119.3696
A857,2022-10-17,P15,C14,W892,7.748091603,42.9025
A858,2022-03-17,P23,C15,W377,5.884057971,166.0813953
A859,2022-09-19,P35,C12,W2335,7.355072464,77.28
A860,2022-08-07,P40,C15,W2251,7.122807018,162.45
A861,2022-07-27,P20,C11,W1411,3,2.002380952
A862,2022-02-06,P26,C8,W1879,5.771144279,48.4812
A863,2022-06-02,P43,C1,W2118,5.272727273,1524.6
A864,2022-05-13,P92,C3,W1036,3.213296399,195.4815
A865,2022-06-20,P31,C13,W1073,2.345013477,83.78147826
A866,2022-06-08,P60,C19,W2130,5.272727273,871.2
A867,2022-03-28,P55,C20,W1290,5.403726708,51.842
A868,2022-05-02,P68,C12,W724,7.518518519,437.4
A869,2022-02-28,P68,C16,W1923,4.715447154,36.3096
A870,2022-03-03,P21,C4,W1929,7.689393939,836.352
A871,2022-07-15,P3,C5,W1700,5.420560748,27.4776
A872,2022-04-29,P88,C11,W1322,5.612903226,65.22624434
A873,2022-08-06,P95,C1,W218,5.132743363,463.684
A874,2022-10-05,P64,C16,W1180,2.929292929,94.0896
A875,2022-01-03,P91,C7,W2417,6.946107784,41.8335
A876,2022-03-06,P57,C7,W1934,8.592592593,583.2
A877,2022-05-08,P41,C13,W1031,3.213296399,182.4494
A878,2022-02-07,P22,C14,W1880,4.754098361,40.1868
A879,2022-09-15,P55,C20,W2327,6.304347826,44.16
A880,2022-05-13,P82,C11,W1336,5.592592593,2.187
A881,2022-06-16,P61,C2,W1370,3.214285714,0.803690415
A882,2022-08-13,P18,C9,W2262,7.992125984,32.09751244
A883,2022-04-21,P7,C20,W111,6.226993865,637.656
A884,2022-03-18,P13,C15,W1280,7.204968944,64.8025
A885,2022-08-10,P65,C12,W2256,8.754716981,27.36038961
A886,2022-02-09,P20,C14,W40,6.783625731,1403.568
A887,2022-09-15,P11,C6,W2328,6.170212766,42.52620321
A888,2022-01-13,P77,C2,W2427,6.137566138,21.4326
A889,2022-03-30,P23,C18,W691,8.140350877,974.7
A890,2022-03-03,P55,C2,W1929,7.689393939,557.568
